Title,channel_title,published_at,category_id,view_count,like_count,comment_count,likes_to_views_ratio,comments_to_views_ratio,duration_seconds
POTATO CHICKEN | Aloo Chicken | One Pan Chicken and Potatoes Recipe Cooking in Underground Baking,Village Cooking Channel,2024-12-09 14:01:19+00:00,26,30442897,293744,4057,0.009649015675,0.0001332658934,543
1000 MYSORE PAK | Traditional Mysore Pak Recipe Cooking in Village | Quick & Easy Sweet Recipe,Village Cooking Channel,2023-02-28 14:45:54+00:00,26,29868466,326215,7045,0.01092171888,0.0002358674786,494
Kurkure ki unique recipe!!! #food #shorts #shortvideo #youtubeshorts,Secret of yum,2025-02-18 11:00:24+00:00,22,35155718,792346,1306,0.02253818219,0.0000371,47
Sigma #bek_zufarr #workout #motivation #sigma #workoutmotivation,Зуфар Бек,2024-01-28 12:03:32+00:00,17,328933013,10879340,8347,0.03307463689,0.0000254,17
FAST Walking in 30 minutes | Fitness Videos,Walk at Home,2019-04-17 14:59:55+00:00,1,167318399,939090,26249,0.005612592518,0.0001568805344,1891
LOSE BELLY FAT IN 7 DAYS Challenge | Lose Belly Fat In 1 Week At Home | Cult Fit | CureFit,wearecult,2020-12-04 02:30:10+00:00,24,102394267,2154915,46035,0.02104526984,0.0004495857131,778
Exercise To Lose Weight FAST || Zumba Class,Zumba Class,2020-04-23 14:00:24+00:00,26,100753259,840567,14921,0.008342826823,0.0001480944636,1443
Easy Exercise To Lose Belly Fat At Home For Beginners - 35 Mins Aerobic Workout | EMMA Fitness,EMMA Fitness,2020-10-21 15:00:13+00:00,26,84806548,1046266,14778,0.01233708967,0.0001742554104,1943
Fat Burning Cardio Workout - 37 Minute Fitness Blender Cardio Workout at Home,FitnessBlender,2013-04-26 14:39:31+00:00,26,75500996,611008,1791,0.008092714325,0.0000237,2230
Wait for the end. Trust me 😂😂 #fitness #workout #gym #workoutshorts #trainingshorts #worthit,Sara Saffari,2023-04-30 06:20:56+00:00,22,74365528,1784015,15019,0.02398981119,0.0002019618525,17
1.0 Mile Happy Walk | Walk at Home | Walking Workout | over 100M Views,Walk at Home,2015-12-11 20:48:16+00:00,22,73868904,451815,8421,0.006116443719,0.0001139992531,931
8 Best Exercises To Shrink Stomach Fat Fast,Roberta's Gym,2018-11-06 09:57:52+00:00,17,66670003,771358,21057,0.01156979082,0.0003158391891,636
20 MIN FULL BODY WORKOUT - Beginner Version // No Equipment I Pamela Reif,Pamela Reif,2019-09-01 10:12:36+00:00,17,63714019,791843,21113,0.01242808098,0.0003313713371,1315
"30 minute fat burning home workout for beginners. Achievable, low impact results.",Body Project,2019-03-24 20:07:35+00:00,1,57132127,669655,28284,0.01172116327,0.000495062953,1752
30-Minute HIIT Cardio Workout with Warm Up - No Equipment at Home | SELF,SELF,2018-05-21 16:01:33+00:00,26,56674475,749083,20035,0.01321729027,0.0003535101057,1731
My go to Full Body Workout. No equipment. Anywhere,Senada Greca,2024-02-16 22:08:36+00:00,26,61911160,1476240,19737,0.02384448904,0.0003187955076,33
Full Body Warm-Up Routine for an Energizing Workout! #anatoly #workout #funny #fitness  #gym #prank,HealthPlus Tips,2023-07-22 18:04:22+00:00,26,70925521,915432,2449,0.01290694766,0.0000345,28
20 Minute Walk at Home Exercise | Fitness Videos,Walk at Home,2018-03-28 13:54:58+00:00,1,54725592,264039,5780,0.004824780976,0.0001056178596,1281
14 Days Weight Loss Challenge - Home Workout Routine,Roberta's Gym,2018-11-05 08:23:53+00:00,17,48667601,616714,30413,0.01267196193,0.0006249126472,1341
15 MIN HAPPY DANCE WORKOUT - burn calories and smile / No Equipment I Pamela Reif,Pamela Reif,2020-05-20 05:30:00+00:00,17,47753941,480302,7776,0.0100578503,0.0001628347247,866
The Fastest Weight Loss Exercise - Fat Burning by Aerobic Workout (Once a Day) | Eva Fitness,Eva Fitness,2020-05-19 13:00:12+00:00,26,47487031,485722,10346,0.01022851881,0.0002178700071,1824
28 Minute Full Body Workout To Get In Shape - Do This Workout Every Evening | EMMA Fitness,EMMA Fitness,2021-07-28 15:00:12+00:00,26,45024085,437519,3778,0.009717443237,0.0000839,1548
"Lose 20kg successfully! Anyone can do , let's succeed in dieting with Chinese exercise! #shorts",Wanyo mori,2024-10-02 06:31:21+00:00,22,59857636,1397949,5121,0.02335456376,0.0000856,60
30 MIN WALKING CARDIO WORKOUT | Intense Full Body Fat Burn at Home ~ Emi,emi wong,2022-02-27 13:49:54+00:00,22,40390789,618691,10444,0.01531762563,0.0002585737986,1817
No Gym Full Chest Workout At Home,Yash Anand,2020-03-20 13:33:17+00:00,26,40017448,1063439,19869,0.02657438259,0.0004965084106,354
30 mins BEGINNERS Workout | Lose 3-5 kgs in 1 month | BOLLYWOOD Dance Fitness Workout # 25,DanceWithDeepti,2020-11-02 02:00:00+00:00,24,36212162,523837,22553,0.01446577494,0.0006228017918,1787
Day 26 | RUKNA NHI HAI ❤️🎯 | #fatlosejourney #weightloss #motivation #gym #fitness #viral #trending,Aman Thakur,2025-02-04 03:46:44+00:00,22,39682527,1159001,4335,0.0292068338,0.0001092420322,61
"20 min Fat Burning Workout for TOTAL BEGINNERS (Achievable, No Equipment)",MadFit,2022-02-07 18:25:28+00:00,22,32087745,580787,14538,0.01809996252,0.0004530701533,1338
Try this 🧘🏻‍♀️✔️ || camera man @vivek_99_fit  #pose #fitness #workout #explore #viralvideo,Neeru Saini,2024-12-23 12:30:01+00:00,22,53311984,1045557,1983,0.01961204408,0.0000372,20
Top Exercises | Lose Belly Fat | Tighten Your Waist | Get Rid Of Belly Fat With Simple Exercises,NL Fitness,2023-06-18 12:00:07+00:00,26,30946305,563836,12137,0.01821981596,0.0003921954368,505
Right vs wrong exercise #fitnessmotivation,Prem Fitness Club,2023-06-09 05:17:30+00:00,17,31749442,358826,637,0.01130180457,0.0000201,9
i have a vision ☝️join my calisthenics beginner challenge - link in bio! #gym #fitness #workout,LilBigNanc,2024-07-11 16:12:32+00:00,22,30764445,2146545,4109,0.06977356264,0.0001335632698,11
7 DAY CHALLENGE / 12 MINUTE WORKOUT TO LOSE BELLY FAT / SPECIAL WORKOUT | Zumba Class,Zumba Class,2021-06-18 22:00:14+00:00,26,29384178,250695,2785,0.008531631937,0.0000948,740
20 Minute Full Body Cardio HIIT Workout [NO REPEAT],Juice & Toya,2021-10-13 23:30:10+00:00,27,28514756,628297,9311,0.02203409975,0.0003265326792,1743
Morning routine #ankitbaiyanpuria #fitness #workout #motivation #kusti,Ankit Baiyanpuria,2023-04-25 02:58:52+00:00,17,28022468,1816255,2354,0.06481423889,0.000084,35
"20 MIN CARDIO HIIT WORKOUT - ALL STANDING - Full Body, No Equipment, No Repeats",Nobadaddiction,2023-09-12 11:00:09+00:00,17,26611490,433723,3800,0.01629833518,0.0001427954563,1668
35 Mins Exercises For Weight Loss | Best FULL BODY WORKOUT | Zumba Class,Zumba Class,2020-08-28 22:00:11+00:00,26,26349914,178175,2438,0.006761881395,0.0000925,1797
Top 10 Morning Exercises To Do At Home,Roberta's Gym,2020-01-23 11:22:28+00:00,17,26228430,315037,6494,0.01201127891,0.0002475939182,1191
weight loss exercises at home#yoga #weightloss #fitnessroutine #short,Do1Fit,2024-01-15 03:00:19+00:00,22,44118265,602427,1259,0.01365482043,0.0000285,6
Classic 2 Mile Workout by Walk at Home - DLCC3 - Steel City Series,Walk at Home,2021-10-20 12:00:12+00:00,22,25135280,168236,5342,0.006693221373,0.0002125299494,1812
Met some cool people at the last LA Expo! #fitness #workout,The Greatest Entertainer,2024-09-12 15:10:21+00:00,24,31588791,370615,1130,0.0117324841,0.0000358,26
25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,2023-03-13 02:00:07+00:00,17,24924259,391768,10748,0.01571834028,0.0004312264436,1699
full-body exercises at🏠تمرين الجسم كامل في المنزل home No equipment @S7S_GYM,MUSCLE MANIA,2021-04-18 14:38:16+00:00,17,24869531,581428,2689,0.02337912913,0.0001081242703,991
At Home Core Workout | Clutch Life: Ashley Conrad's 24/7 Fitness Trainer,Bodybuilding.com,2015-07-21 19:19:53+00:00,26,24479047,280271,4775,0.01144942401,0.0001950647754,616
일주일만에 뱃살 빼기🔥30분 서서하는 복근 운동 - 스쿼트X 런지X 점핑X,MIZI,2022-12-14 08:00:31+00:00,26,23368292,326623,4219,0.01397718695,0.0001805437821,1858
30 Minute Morning Exercise Routine - Do This Every Day,Roberta's Gym,2020-04-01 12:37:53+00:00,17,22706041,225178,4498,0.009917096075,0.0001980970528,1870
exercise | exercise to lose weight fast at home | weight loss exercises at home,Master Arjun Yoga,2021-09-02 11:43:12+00:00,27,30534587,594369,2960,0.01946543376,0.0000969,7
10 Minute Abs Workout - Fitness Blender Abs and Obliques Routine,FitnessBlender,2013-03-01 15:12:56+00:00,26,21867945,119337,77,0.005457165479,0.00000352,631
FAT LOSE करे HOME 🏡 workout 👈 #youtubeshorts #shortvideo #fitness #workout,Javed fitness and 786,2024-12-27 02:30:36+00:00,24,21436665,505154,1617,0.02356495175,0.0000754,41
Brutal HIIT Ladder Workout - 20 Minute HIIT Workout at Home,FitnessBlender,2012-10-24 14:20:11+00:00,26,21202488,165337,482,0.007797999565,0.0000227,1245
20 Min Full Body Workout Routine for Beginners (Follow Along) | No Gym,Fit Tuber,2020-09-18 13:30:00+00:00,26,20357344,493213,16339,0.02422776644,0.0008026095741,1225
Do This Every Morning 20 min (low impact) full-body workout,growwithjo,2021-07-03 15:00:11+00:00,22,20177698,401502,13868,0.01989830456,0.0006872934322,1339
Standing Abs exercises to Flat Stomach,WORKOUT NATION,2022-12-20 08:25:09+00:00,17,36442760,389266,886,0.01068157267,0.0000243,8
Watch Vaishnodevi Trip Vlog on @Neelam_kukreja 😍 #priyalkukreja #shorts,Priyal Kukreja,2024-06-20 10:30:30+00:00,22,265040795,4466137,2463,0.01685075304,0.00000929,37
Bungee 🥱Jumping With Rope In Beautiful Place Adventures #bungeejumping  #shorts #vlog,ADVEN,2022-10-09 06:01:40+00:00,24,210574394,3789870,6280,0.01799777224,0.0000298,9
Watch Vaishnodevi Trip Vlog on @Neelam_kukreja 🤩 #priyalkukreja #shorts,Priyal Kukreja,2024-06-22 10:30:01+00:00,22,132319473,2817202,2504,0.02129090991,0.0000189,48
ट्रैन में मिला कमरा | Luxury Train Experience in India | First-Class Coupe Tour | Mini Vlog 2025,Explore With Priya,2025-01-14 13:01:00+00:00,22,123195668,1953611,798,0.01585778961,0.00000648,43
#146 Dinner and Breakfast in Rajdhani Express,therainbowgirl,2023-07-08 13:30:17+00:00,24,86027102,2661752,2782,0.03094085361,0.0000323,51
Watch Vaishnodevi Trip Vlog on ​⁠@Neelam_kukreja 🤩 #priyalkukreja #shorts,Priyal Kukreja,2024-06-25 08:30:15+00:00,22,86295355,1508485,1754,0.01748048875,0.0000203,49
Watch Vaishnodevi Trip Vlog on @Neelam_kukreja 🤩 #priyalkukreja #shorts,Priyal Kukreja,2024-06-23 10:30:17+00:00,22,80123846,1752190,1882,0.02186852062,0.0000235,43
Bike Ne Aukaat Dikha Di 💀💀 #shorts #minivlog #ashortaday #vlog #tranding #travel #barish #dailyvlog,Sirf Shreyansh,2024-08-29 12:50:00+00:00,22,102084766,0,1041,0,0.0000102,58
FIRST CLASS train FOOD in India #hindi #train,Priya and Sid,2024-09-09 12:18:46+00:00,26,85923024,3102672,5370,0.03610990186,0.0000625,60
SURPRISED Foreigners Order Lime & Soda in KERALA (Travel video) #Shorts #TravelShorts #indiafood,Those Happy Days,2023-02-08 11:04:26+00:00,19,64067697,2616215,15526,0.0408351647,0.00024233741,32
#160 Atlast TRAIN arrives | Kerala Express,therainbowgirl,2023-07-22 13:30:25+00:00,24,55206659,1521641,1456,0.02756263465,0.0000264,46
Watch Vaishnodevi Trip Vlog on @Neelam_kukreja  😍 #priyalkukreja #shorts,Priyal Kukreja,2024-06-19 08:30:15+00:00,22,50313620,838345,1137,0.01666238651,0.0000226,43
Sisters Ep-26 | Gone Wrong!! Sister का Travel Vlog 😂| Badi Behen - Choti Behen #shorts ShortsBreak,Shorts Break,2022-12-24 03:30:04+00:00,23,42423507,2156747,2695,0.05083848794,0.0000635,56
What Breakfast is Eaten in America? ❤️ (Hotel Food Travel Vlogs),USA RAJA Telugu vlogs,2023-05-25 12:30:54+00:00,22,27922159,463189,687,0.01658858054,0.0000246,21
Chalti Train Me Pizza😂😂 #shortvideo #minivlog #shorts #pizza #travelvlog,Traveler Ram,2023-03-30 14:22:15+00:00,22,26446511,1407821,1110,0.05323276657,0.000042,55
12 HOUR ROAD TRIP WITH MY BOYFRIEND😅 #shorts #college #travel #traveling #roadtrip #relationship,Katie Feeney,2023-12-05 19:28:59+00:00,22,23952429,963035,3016,0.04020615027,0.0001259162432,57
My most expensive Vietnam trip cost and itinerary #minivlog #ytshorts #vietnam,wittySpace,2024-12-16 15:57:43+00:00,22,26091824,908602,2033,0.03482324445,0.0000779,60
What life in Afghanistan is like in 2023 #afghanistan #taliban #travelvlog #afghan,Chloe Jade Travels,2023-03-13 19:58:18+00:00,22,21728303,0,61444,0,0.002827832306,60
Desis Go to The Most EXPENSIVE Country | Switzerland,Slayy Point,2024-05-17 12:00:01+00:00,23,21162221,420414,9838,0.01986625034,0.0004648850201,1691
Flying First Class to Every Continent in 7 days,Trek Trendy,2023-11-22 20:30:05+00:00,19,20163801,169355,7879,0.008398961664,0.0003907497207,2725
"Capsule Hotel Day 2📍Starlodge Adventure Suites, Peru 🇵🇪 #hindi #vlog #travel",Priya and Sid,2025-03-06 08:10:44+00:00,26,28133815,822466,1167,0.02923407191,0.0000415,83
#76 Returning back to KOCHI,therainbowgirl,2023-04-26 13:30:31+00:00,24,19698225,961443,865,0.04880860845,0.0000439,50
Took my 8month daughter on her forst trek⛰️ #travel #babyblogger #travelvlog,Dr Ambika Dutt,2024-08-21 05:56:25+00:00,22,18985347,745124,2872,0.03924731851,0.0001512745513,52
I lived in the Luxurious tiny apartment of Hong Kong #ytshorts #hongkong #tinyhouse #travel,wittySpace,2025-08-28 16:17:01+00:00,22,28867787,638354,939,0.02211302092,0.0000325,67
Place On Earth That Don't Feel Real #travel #explore #expectations #adventure #shorts,Green Cinematic,2025-01-11 01:30:34+00:00,22,22752407,294159,494,0.01292869748,0.0000217,18
Things I Learned in The Philippines (Part 2)! #travel #travelvlog #philippines #filipino,Dude Abroad,2024-01-22 04:57:31+00:00,19,17026008,0,13173,0,0.0007736986395,56
My life's Biggest Decision 🫣 ! #tanyakhanijowshorts #travel #travelshorts,Tanya Khanijow,2023-03-26 11:30:09+00:00,19,13765713,573837,3318,0.04168595977,0.0002410336289,60
What i Eat in a Day While Travelling #minivlog #shorts,Swara Singh,2024-09-18 07:22:29+00:00,26,17331741,679519,3190,0.0392066187,0.0001840553592,60
#381 My FIRST Nightout at Visakhapatnam,therainbowgirl,2024-02-26 14:35:43+00:00,24,14250732,520445,1110,0.03652057757,0.0000779,60
And I would do it again 😍#explore #travel #travelblogger #travelvlog #morocco #relatable #vacation,Ayana Iman,2025-05-08 16:39:41+00:00,24,29791562,762391,3415,0.0255908359,0.0001146297695,11
₹200 wala 10 me😂 #minivlog #shorts,Traveler Ram,2023-07-07 03:00:16+00:00,22,13466702,746995,433,0.05546977608,0.0000322,59
Jaipur To Mumbai Journey 🚂 #mariakhan #shorts @sadimkhan03 @mukeem03,Maria Khan,2025-05-25 04:30:01+00:00,22,21916963,464693,1410,0.02120243479,0.0000643,60
I travelled 7 countries with only 50 thousand rupees  #ytshorts #minivlog #vlog,wittySpace,2025-06-30 14:56:12+00:00,22,19492072,599919,810,0.03077758841,0.0000416,72
#09 Time to say Goodbye to the family | Back to Kerala🏝 #chuttidays,therainbowgirl,2023-01-02 13:15:49+00:00,24,12159389,660770,1163,0.05434236421,0.0000956,58
Comic con India ! #minitravelvlog #travelvideo #lucknowdairies #travelvlog #travel #tripvlog #vlog,Ravi Gupta Shorts,2023-12-10 05:35:28+00:00,23,13932097,422333,2434,0.03031366848,0.0001747044846,61
I found something very strange in Hong Kong #ytshorts #vlog #hongkong #china,wittySpace,2025-08-25 14:43:33+00:00,22,20523429,509228,831,0.02481203191,0.0000405,62
#377 Journey to Jagannath Puri begins,therainbowgirl,2024-02-22 13:30:35+00:00,24,11446081,423280,1423,0.03698033965,0.0001243220169,54
#520 Reached back KOCHI | Train Journey ENDS,therainbowgirl,2024-07-27 13:30:23+00:00,24,10471672,328349,657,0.03135592565,0.0000627,60
I traveled 4777 Kms for Fried Chicken!!😮😋,Cassius Clyde Pereira,2025-09-25 13:00:15+00:00,22,16683690,501485,3225,0.03005839655,0.0001933025492,60
Pahado ki shadi 💕😍 #love #daizyaizy #travel,Daizy Aizy Vlogs,2025-04-21 11:39:38+00:00,22,18040928,528127,649,0.02927382509,0.000036,41
"I entered the most restricted and sanctioned country in europe, Russia #minivlog #travel #ytshorts",wittySpace,2025-09-18 14:42:30+00:00,22,17758509,513021,1254,0.02888874123,0.0000706,70
"Unboxing the $22,000 Emirates FIRST Class!",Dhruv Rathee Vlogs,2023-01-11 16:20:00+00:00,22,9473272,158788,5546,0.01676168311,0.0005854365223,919
Banaras vlog. #minivlog #minitravelvlog #travelvideo #vlog #minitrip #travelvlog #food #tripvlog,Ravi Gupta Shorts,2024-01-30 08:50:10+00:00,23,11263666,484183,2584,0.04298626726,0.0002294101912,61
Charusheela going to Bangalore | Telugu mini vlogs | Travel vlogs | Telugu comedy vlogs | Tejaswi,TEJASWI ANUMOLE,2024-11-23 11:39:45+00:00,23,12047447,285946,606,0.0237349852,0.0000503,60
50 Best Places to Visit in the USA - Travel Video,touropia,2023-11-22 18:05:02+00:00,19,9071996,51323,1895,0.005657299049,0.0002088845488,3410
How many flags can you count? #travel #travelamore #traveling #travelvlog #trending #2024 #recap,Aakanksha Monga,2024-12-24 12:51:10+00:00,19,12243110,295266,3444,0.0241169095,0.0002813010517,14
A Police Fine In Thailand #thailand #travel #vlog,Dean McGarry,2025-01-11 10:15:26+00:00,22,8809956,451715,6610,0.0512732355,0.0007502874305,64
Breakfast #miniblog #bengali #kolkata #youtubeshorts #viral #bongjuti #travel #foodblogger,The Bong Juti,2024-04-26 02:52:28+00:00,22,10899109,314198,1102,0.02882785842,0.0001011091731,59
UNSEEN WONDERS | Hidden Places Even Locals Can’t Believe Exist | Travel Video 4K,New Travel Insight,2025-04-10 11:27:27+00:00,19,8674561,21963,1282,0.00253188576,0.0001477884417,4262
Pakistan India border 😱😱⛰️ #mountainswiev #mountains #nature #travel #vlog #adventure,Towards_nature,2025-08-08 14:22:50+00:00,22,19417681,107340,267,0.005527951277,0.0000138,8
Making a beat with a BABY! 😭🤣 #beatbox #musicproduction #loopstation,SungBeats,2024-08-02 17:58:36+00:00,10,369731024,3802072,22123,0.01028334585,0.0000598,21
"Jax Jones - Instruction ft. Demi Lovato, Stefflon Don",JaxJonesVEVO,2017-08-02 15:00:02+00:00,10,177942162,1638800,30054,0.009209734064,0.000168897576,178
"HOW CHARLIE PUTH PRODUCED ""LIGHT SWITCH"" #charlieputh  #musicproducer",HOW SONGS ARE PRODUCED,2024-11-18 21:10:32+00:00,10,61537555,1843010,5019,0.0299493532,0.0000816,65
С молоду седею-Данико Юсупов-Toto Music Production,Toto Aydinyan,2020-12-18 16:00:11+00:00,10,24822493,104331,5936,0.004203082897,0.0002391379367,346
making a song from scratch! “Let’s Play House” by Beachcrimes,Beachcrimes,2024-01-25 21:41:36+00:00,10,21243113,581811,2654,0.02738821625,0.0001249346023,43
"See Charlie Puth Break Down Emotional Hit Song, ""Attention""",Rolling Stone,2017-10-03 20:11:46+00:00,24,17356389,380304,9954,0.02191146892,0.000573506357,395
Can autotune fix bad singing⁉️ ✅ #autotune #musicproducer #musicproduction 90 tutorial on WholeLoops,nashoverstreet,2025-01-28 23:54:28+00:00,10,17016244,694034,8328,0.04078655426,0.000489414674,81
"Students master DJing at The Audio Culture, guided by our amazing faculty! #dj  #music #producer",The Audio Culture Academy,2025-03-05 12:34:06+00:00,10,25928518,474279,332,0.01829178905,0.0000128,54
YouTube chopping??? #flstudio #musicproduction #sampletypebeat,finley.mp3,2025-01-03 00:45:59+00:00,22,22210845,1045603,9399,0.04707623474,0.0004231716343,11
This is talent 🔥 #singing #hitsong #music #producer #lauv #studio #recording,MusiciangoodsTV,2025-06-10 15:06:43+00:00,27,26133059,902779,3799,0.03454547611,0.0001453714184,20
Dani Printul Banatului si Sorina Ceugea  - Poveste de strada ( Show Music Production ),Show Music Romania,2014-06-07 17:21:06+00:00,24,13011010,90012,1891,0.006918140335,0.0001453384368,189
Origins of Famous PRODUCER Tags 🔊🔥,Music Media,2025-01-27 18:50:50+00:00,10,14619883,805114,2423,0.05506979399,0.0001657331891,46
Music Producer Reacts to Doom Eternal,Emma Young,2023-04-18 19:11:29+00:00,10,10383837,349122,5166,0.03362167245,0.0004975039094,15
Back in the days #musicproducer #flstudio #musicproduction,finley.mp3,2025-05-27 11:22:57+00:00,22,21098627,478174,3136,0.02266374856,0.0001486352572,10
"ဘုံဆိုင်လေးမှာအသည်းလေးကွဲနေတယ် '' အရှုံးသမားဖော်တဲ့ဆေး "" သားဂန်း _ Than Tun Aung Music Production ✔",Than Tun Aung (DJ Family),2025-01-25 03:49:30+00:00,10,9437944,52065,939,0.005516561073,0.0000995,211
How Much Producers CHARGE for Beats 🤯💵,Music Media,2025-01-17 23:25:23+00:00,10,9785229,614805,1613,0.06282989771,0.0001648402746,39
This Is What Pure Talent Looks Like,Lutely,2025-06-23 20:35:12+00:00,10,14930043,306504,4436,0.02052934338,0.0002971190172,45
Music Producers Be Like…,Chung4Real,2024-12-03 21:02:12+00:00,24,10350649,449814,4584,0.04345756064,0.0004428707376,20
"How Charlie Puth Produced The Kid LAROI, Justin Bieber - ""STAY""",HOW SONGS ARE PRODUCED,2024-08-06 14:20:31+00:00,10,6973645,249474,753,0.0357738262,0.0001079779501,38
Why Timbaland is The Greatest Music Producer of All Time,Daniel Wall,2024-10-01 01:00:27+00:00,10,8252329,262874,1773,0.03185451866,0.0002148484125,37
Making a #1 Hit Song in 7 minutes?! 🤔☕ #sabrinacarpenter #espresso #music,Rick Reverie,2024-09-02 01:16:20+00:00,10,5851097,304865,2334,0.05210389571,0.0003988994886,50
Finally Cruise is yours! 🥹 #newmusic #cruise #ohmyroya #songwriting #musicproduction,ROYA,2024-07-07 14:41:29+00:00,22,7870799,201805,3475,0.02563970626,0.0004415053108,56
How Industry Music Producers Steal Your Melodies 🕵️‍♂️,Busy Works Beats,2022-11-02 18:52:09+00:00,10,5926823,310101,2695,0.05232161441,0.0004547123383,28
Pharrell was TOO High to Produce Stevie Wonder 🤣,Drum Plant,2024-12-06 21:04:41+00:00,10,5808651,393931,1203,0.06781797222,0.0002071048498,51
I wish I knew these tips when I started,Jamjoo Beats,2024-09-19 20:56:25+00:00,27,6060770,429421,1832,0.07085253675,0.0003022717737,40
Pro Music Producer goes Undercover in a Beat Battle,Kyle Beats,2024-11-23 16:11:21+00:00,24,4944620,132326,6882,0.0267616062,0.00139181547,2004
fl studio ranked solo gameplay- diamond 2 division IV! #Reels #Music #flstudio,Servida Stream,2023-04-04 22:00:11+00:00,10,5053183,248258,2705,0.04912902439,0.0005353060565,61
"I Made A Song In 10 Minutes, 1 Hour, 100 Hours!",Alan Walker,2023-04-07 17:45:01+00:00,10,4395388,192806,4954,0.04386551452,0.00112709023,660
bro was COOKING with the hi hats 🔥🎩#producer #musicproducer  #flstudio #fyp #beat,ADRYNALYN,2025-11-09 20:37:18+00:00,22,7095580,209298,10117,0.02949695028,0.001425816998,60
The best PRODUCER TAG’s in hip-hop! How many do you know? 🤔,DJ Precise,2024-03-18 17:45:23+00:00,10,4257536,230319,4891,0.05409677003,0.001148786258,60
#Vidaamuyarchi theme making,Anirudh Ravichander,2024-11-29 16:19:20+00:00,1,5663039,211775,1432,0.03739599226,0.0002528677177,29
How Do People NOT Know This About Pop Music?,Rick Beato,2025-06-24 17:54:25+00:00,10,4029086,144209,23722,0.03579197967,0.005887686218,551
FINNEAS Explains How He Builds Songs For Billie Eilish | Critical Breakthroughs | Pitchfork,Pitchfork,2020-04-22 17:00:01+00:00,10,3952402,179676,3985,0.04545993918,0.001008247388,1052
#Micheal #Jackson and #Diana #ross #moneondabeat #music #musica #musician #musicproduction #yt,MoneOnDaBeat,2025-07-31 22:00:47+00:00,10,7834271,201115,4981,0.02567117915,0.0006357961531,40
TRAVIS SCOTT COOKS UP A CRAZY BEAT IN HIS HOME STUDIO! 🤯🔥 #travisscott #producer,Sauceware,2024-02-20 17:30:06+00:00,10,4285152,280480,2992,0.06545390561,0.0006982247775,60
How Benny Blanco Made The Biggest Songs in The World,Daniel Wall,2025-03-16 18:00:16+00:00,10,3694754,138328,5860,0.03743901828,0.001586032091,4854
How Billie Eilish and FINNEAS Created Oscar-Winning 'What Was I Made For' | Vanity Fair,Vanity Fair,2023-12-07 13:30:01+00:00,24,3386024,131781,2766,0.03891908654,0.0008168870578,1115
music's most addictive rhythm,Synthet,2025-05-26 14:45:05+00:00,24,3331932,109009,1425,0.03271644418,0.0004276796682,120
Making Music with Apples                        #apple #music #audio,You Suck At Cooking,2024-08-15 17:34:19+00:00,26,3359740,183310,998,0.05456075334,0.0002970467069,15
Bring the Beat (Official Lyric Video) - Machel Montano ft. Tessanne Chin,Machel Montano,2016-07-08 12:15:27+00:00,10,3123293,22060,377,0.007063055863,0.0001207058958,218
"Learn Music, Singing & Rhythm - Mr. Rob Compilation for Kids - Solfege, Rhythm, Colors, Notes",Prodigies Music Lessons,2017-05-08 18:13:43+00:00,27,3016946,10500,0,0.003480339562,0,3184
Can autotune fix bad singing? ✅ #autotune #musicproduction #musicproducer,nashoverstreet,2025-01-21 12:21:25+00:00,10,3533684,218139,2385,0.06173130882,0.0006749328251,60
RIRIN D A - TOMBO KANGEN (OFFICIAL LIVE MUSIC VIDEO) | DC PRODUCTION,DC. PRODUCTION,2025-06-03 09:00:11+00:00,10,2944206,9725,1089,0.003303096555,0.0003698788842,314
"ဂီတာတီးပေါ့ကိုကိုရယ်  "" DJ REMIX "" Funky Night "" Than Tun Aung Music Production ✔",ᴅנ тнᴀɴ тuɴ ᴀuɴԍ oғғιcᴀʟ,2025-02-13 06:48:02+00:00,10,2826868,10670,145,0.003774493972,0.0000513,253
every trick to EAR CANDY,Synthet,2025-03-13 16:00:31+00:00,24,2676921,133599,2015,0.04990769249,0.0007527301879,505
3 Levels Of Melodies - NOOB vs PRO vs GOD,Memphy,2021-12-01 12:22:33+00:00,10,2605023,98768,2687,0.03791442996,0.001031468424,513
Beginner Vs. Expert Music Producer: Can You Hear The Difference?,Servida Music,2022-04-21 21:00:17+00:00,10,2491145,114123,3113,0.04581144582,0.001249625674,413
HOW TO: Setup a Home Music Studio for Beginners (2025),Edward Smith,2022-02-01 16:00:21+00:00,10,2478492,78947,1549,0.03185282347,0.0006249765482,774
"""what song is this again?"" Charlie Puth making Birds Of A Feather out of ""nothing""  | June 27, 2024",Charlie Puth Daily Updates,2024-06-28 05:27:28+00:00,22,2521296,176563,957,0.07002864002,0.0003795665485,59
BEGINNER HOME STUDIO SETUP (and why every musician needs one),Paul Davids,2021-05-14 12:50:45+00:00,26,2329156,86778,2288,0.0372572566,0.0009823296583,818
Age of Apes ads review new level: Worms invade the body #games #gaming #gameape,AOA Review,2024-08-18 11:00:00+00:00,20,178011159,2090110,126,0.01174145486,0.000000708,34
I HaTe GaMiNg!!.. So i ate My Setup 😡🎮 (Gaming ASMR),Spizee,2025-05-02 13:00:42+00:00,24,49647879,461415,7504,0.009293750307,0.0001511444195,55
Game Critics,videogamedunkey,2017-07-08 19:30:00+00:00,20,17460508,385229,17637,0.02206287342,0.00101010801,533
